address	count	context
12518 Clifton	3	valid
18895 Detroit	3	valid
1811 Lake	3	valid
2147 Riverside	3	valid
17460 Clifton Road	3	valid
14013 Clifton	3	valid
14401 Detroit To	3	valid
650 Detroit	3	suspect
13509 Merl	3	valid
1321 Arlington	3	valid
2135 Riverside	3	valid
14521 Madison	3	valid
1839 Edgewater	3	valid
277 Cove	3	suspect
341 Marlowe	3	suspect
1570 Larchmont	3	valid
11855 Lake	3	valid
1681 Waterbury	3	valid
1625 Lakewood Avenue	3	valid
2018 Ford Fusion	3	valid
1323 Lakeland	3	valid
3123 Detroit	3	suspect
2015 Subaru	3	valid
12500 Berea	3	valid
14311 Madison	3	valid
1459 Arthur	3	valid
1250 Virginia	3	valid
1418 Lincoln	3	valid
2207 Chesterland	3	valid
11812 Clifton	3	valid
1284 Manor Park	3	valid
1470 West	2	valid
240 Brown	2	suspect
1384 Lakeland	2	valid
2019 Gray Honda	2	valid
2186 Lincoln	2	valid
1256 Webb	2	valid
1264 Cranford	2	valid
1486 Coutant	2	valid
198 Brown	2	suspect
2209 Atkinson	2	valid
2119 Belle	2	valid
11725 Lake	2	valid
190 Black	2	suspect
13300 Bramley	2	valid
2005 Ford	2	valid
1521 Lincoln	2	valid
17480 Clifton	2	valid
2020 Ford	2	valid
6300 Hilliard	2	suspect
11849 Edgeworth	2	valid
1341 Milo	2	valid
1589 Rockway	2	valid
2235 Northland	2	valid
17841 Cannon	2	valid
1378 Lakewood	2	valid
1630 Wagar	2	valid
2009 Riverside	2	valid
1441 Robinwood	2	valid
1490 Coutant	2	valid
1275 Cove	2	valid
1445 Lakewood	2	valid
1475 Woodward	2	valid
2031 Robin	2	valid
2019 Ford	2	valid
1906 Madison	2	valid
1251 Summit	2	valid
15309 Madison	2	valid
2017 Buick	2	valid
2012 Ford Escape	2	valid
003 Adam	2	suspect
52135 Brown	2	suspect
1443 Lakewood	2	valid
1592 Winton	2	valid
14814 Clifton Apartment	2	valid
265 Black	2	suspect
15404 Madison	2	valid
12975 Emerson	2	valid
2024 Ford Station	2	valid
1509 Northland	2	valid
18400 Detroit	2	valid
11840 Lake	2	valid
2195 Lincoln	2	valid
172 Brown	2	suspect
2037 Warren	2	valid
1249 Manor Park	2	valid
1481 Clifton Place	2	valid
2135 Olive	2	valid
1491 Coutant	2	valid
8400 Detroit	2	suspect
2125 Concord	2	valid
1384 Heard	2	valid
1560 West	2	valid
1079 Parkside	2	valid
1487 Waterbury	2	valid
100 Edgewater	2	suspect
2015 Hyundai	2	valid
175 Black	2	suspect
1256 Edwards	2	valid
1599 Lincoln	2	valid
1678 Roosevelt	2	valid
158 Brown	2	suspect
180 Black	2	suspect
12204 Madison	2	valid
1315 Bonnevue	2	valid
1495 Riverside	2	valid
2026 Jeep	2	valid
1295 Eden	2	valid
17443 Clifton	2	valid
2003 Honda	2	valid
2018 Jeep	2	valid
15320 Detroit	2	valid
2040 Robin	2	valid
2104 Wisconsin	2	valid
2369 Northland	2	valid
2021 Carabel	2	valid
1239 Donald	2	valid
17475 Lakewood	2	valid
13216 Detroit	2	valid
24311 East Oakland	2	suspect
2081 Waterbury	2	valid
2018 Chevy Sedan	2	valid
13030 Madison	2	valid
1451 Clifton Place	2	valid
1498 Winchester	2	valid
1605 Lakewood	2	valid
1326 Phelps	2	valid
1637 Cordova	2	valid
18500 Detroit	2	valid
1606 West	2	valid
14612 Clifton	2	valid
15644 Madison	2	valid
1577 Hopkins	2	valid
1386 Hall	2	valid
1485 Cordova	2	valid
11926 Madison	2	valid
1584 Cordova	2	valid
1335 Cranford	2	valid
1389 Gale	2	valid
14314 Lakewood Heights	2	valid
1595 Ridgewood	2	valid
1623 Clearance	2	valid
56170 Brown	2	suspect
1373 Lakeland	2	valid
2005 Nissan	2	valid
14717 Detroit	2	valid
14327 Madison	2	valid
15316 Clifton	2	valid
1628 West	2	valid
2013 Volvo	2	valid
300 Brown	2	suspect
1330 Webb	2	valid
1195 Echo	2	valid
2026 Buick Enclave	2	valid
1348 Bonnevue	2	valid
14205 Madison	2	valid
1290 West	2	valid
21850 Edgewater	2	suspect
21849 Clifton	2	suspect
2015 Lakeland	2	valid
2035 Wiscona	2	valid
122 Madison	2	suspect
13506 Lake	2	valid
13415 Detroit	2	valid
17503 Narragansett	2	valid
1290 Virginia	2	valid
2907 Clifton	2	suspect
2149 Brown	2	valid
12541 Lake Avenue	2	valid
2015 Atkins	2	valid
1535 Hopkins	2	valid
2051 Quail	2	valid
249 Traffic	2	suspect
2190 Bunts Road	2	valid
17873 Lake Road	2	valid
1309 Cranford	2	valid
17012 Madison	2	valid
12976 Clifton	2	valid
12408 Madison	2	valid
1272 Idawood	2	valid
1232 Warren	2	valid
16811 Madison	2	valid
1515 Coutant	2	valid
15400 Edgewater	2	valid
185 Black	2	suspect
2010 Cadillac	2	valid
2016 Audi	2	valid
1619 Hopkins	2	valid
2007 Honda Accord	2	valid
1671 Lincoln	2	valid
800 Detroit	2	suspect
2016 Jeep Station	2	valid
1547 Mars	2	valid
14018 Detroit	2	valid
2009 Bunts	2	valid
12405 Franklin Apartment	2	valid
2006 Buick	2	valid
2010 Mazda	2	valid
14421 Delaware	2	valid
17614 Riverway	2	valid
17459 Lake	2	valid
11830 Lake	2	valid
2125 Carabel	2	valid
1437 Grace	2	valid
1660 Winton	2	valid
1434 Graver	2	valid
1434 Graber	2	valid
1181 Virginia	2	valid
12700 Lake Apartment	2	valid
1225 Cranford	2	valid
5027 Detroit	2	suspect
14213 Detroit	2	valid
2088 Lakeland	2	valid
1640 Hopkins	2	valid
1456 Alameda	2	valid
12520 Arliss	2	valid
2190 Bunts	2	valid
1595 Woodward	2	valid
12501 Plover	2	valid
1466 Lakeland	2	valid
1358 Cove	2	valid
2236 Brown Road	2	valid
1516 Cordova	2	valid
820 Edgewater	2	suspect
1643 Cohasset	2	valid
119 Lake	2	suspect
12943 Clifton Union	2	valid
1433 Marth	2	valid
1380 Riverside	2	valid
328 Lunch List	2	suspect
2216 Alger	2	valid
1564 Coutant	2	valid
2007 Chrysler	2	valid
19607 Detroit	2	suspect
870 Beach Road	2	suspect
1440 Robinwood	2	valid
1171 Virginia	2	valid
2015 Richland	2	valid
2150 Mars	2	valid
1381 Bonce	2	valid
2011 Lark	2	valid
1311 Matthews	2	valid
11819 North Lane	2	valid
2110 Waterbury	2	valid
2046 Waterbury	2	valid
1370 Sloan Harborview	2	valid
1270 Cove	2	valid
13200 Madison Mahall	2	valid
1427 Robinwood	2	valid
2195 Warren	2	valid
1691 Robinwood Apartment	2	valid
14401 Madison	2	valid
2129 Waterbury	2	valid
600 Berea	2	suspect
14625 Madison	2	valid
18890 Timber Lane	2	valid
13512 Elber Lane	2	valid
1423 Ridgewood	2	valid
1335 Edwards	2	valid
1653 Northland	2	valid
12511 Clifton Apartment	2	valid
1625 Riverside	2	valid
15210 Madison	2	valid
15637 Madison	2	valid
1554 Orchard Grove	2	valid
14547 Madison	2	valid
1589 Hopkins	2	valid
1360 Bonnevue	2	valid
12040 Lake	2	valid
1587 Winchester	2	valid
17907 Lake	2	valid
1632 Lakewood	2	valid
1464 Alameda	2	valid
1353 Matthews	2	valid
2014 Chrysler	2	valid
13460 Lake	2	valid
1388 Beach	2	valid
11733 Clifton	2	valid
125 Brown	2	suspect
14217 Athens	2	valid
1575 Lewis	2	valid
2246 Northland	2	valid
2239 Northland	2	valid
101 Madison	2	suspect
2014 Black Ford	2	valid
13428 Merle	2	valid
329 Madison	2	suspect
1619 Chesterland	2	valid
1298 Virginia	2	valid
1212 Virginia	2	valid
1048 Summit	2	valid
13401 Detroit	2	valid
15622 Lakewood Heights	2	valid
1356 Hall	2	valid
1301 Herd	2	valid
1370 Sloanville Harborview	2	valid
14650 Detroit	2	valid
1582 Rosewood	2	valid
1301 Matthews	2	valid
2011 Quail	2	valid
11810 Lake	2	valid
1515 Rosewood	2	valid
2010 Black Ford	2	valid
1150 Linda Street	2	valid
105 Brown	2	suspect
1485 Northland	2	valid
1513 Westwood	2	valid
2002 Richland	2	valid
2004 Buick	2	valid
1239 Cook	2	valid
156 Madison	2	suspect
1406 Detroit	2	valid
1272 Idlewood	2	valid
1539 Roycroft	2	valid
13733 Madison	2	valid
14533 Clifton	2	valid
2024 Subaru	2	valid
2097 Halstead	2	valid
2178 Lewis	2	valid
1423 Athens	2	valid
13715 Madison	2	valid
2170 Elber	2	valid
1444 Coutant	2	valid
15526 Madison	2	valid
14724 Clifton	2	valid
2030 Atkins	2	valid
16711 Lake Avenue	2	valid
15302 Arden	2	valid
1615 Warren Road	2	valid
1439 Clifton Place	2	valid
1597 Winton	2	valid
1388 Cranford	2	valid
16724 Lake	2	valid
12900 Lake Unit	2	valid
2025 Mercedes	2	valid
2021 Ford Station	2	valid
1483 Ridgewood	2	valid
2010 Jeep	2	valid
2325 Niagara	2	valid
1450 Riverside	2	valid
2010 Toyota Corolla	2	valid
2019 Ram	2	valid
1284 Nicholson	2	valid
14133 Detroit	2	valid
1578 Elmwood	2	valid
1471 Ridgewood	2	valid
115 Madison	2	suspect
2018 Mitsubishi Outlander	2	valid
12417 Madison	2	valid
500 Edgewater	2	suspect
1404 Newman	2	valid
2013 Chrysler	2	valid
2055 Morrison	2	valid
2073 Morrison	2	valid
11850 Edgewater Apartment	2	valid
1508 West	2	valid
1578 Cordova	2	valid
2045 Lincoln	2	valid
2023 Chevy Malibu	2	valid
2019 Robin	2	valid
1435 Hopkins	2	valid
1619 Alameda	2	valid
1623 Rosewood	2	valid
1234 Ethel	2	valid
13914 Clifton	2	valid
2043 Waterbury	2	valid
1517 Lincoln	2	valid
125 Hunter Edgewater	2	suspect
18900 Detroit Extension	2	valid
124 Madison	2	suspect
1101 West Forest	2	valid
1363 Belle	2	valid
1278 Chase	2	valid
12552 Clifton Boulevard	2	valid
1810 Lake	2	valid
12900 Lake Avenue	2	valid
2207 Eldridge	2	valid
1494 Alameda	2	valid
15601 Madison Apartment	2	valid
1278 Edwards	2	valid
1200 Edgewater	2	valid
2057 Robin	2	valid
24306 Detroit	2	suspect
17712 Narragansett	2	valid
16902 Clifton	2	valid
1415 Wyandotte Unit	2	valid
2088 Bunts	2	valid
1369 Beach Parkway	2	valid
2077 Wyandotte	2	valid
1510 Victoria	2	valid
1682 Elber	2	valid
17414 Madison	2	valid
1640 Lauderdale	2	valid
2207 Clarence	2	valid
1278 Marlowe	2	valid
1382 Frye	2	valid
1555 Parkwood	2	valid
725 Detroit	2	suspect
2160 Adkins	2	valid
2031 Edgewater	2	valid
2024 Toyota	2	valid
1340 Heard	2	valid
2041 Albor	2	valid
1445 Rockway	2	valid
1470 Ridgewood	2	valid
1208 Andrews	2	valid
1357 Albert	2	valid
2015 Mercedes	2	valid
1837 Edgewater	2	valid
1543 Wyandotte	2	valid
11801 Clifton Huntington	2	valid
11817 Detroit	2	valid
18891 Detroit	2	valid
17521 Friese	2	valid
1242 Chase	2	valid
1257 Chase	2	valid
2187 Alger	2	valid
1610 Cheshire	2	valid
2004 Honda Accord	2	valid
1610 Chester	2	valid
17605 Archdale	2	valid
2068 Bunts	2	valid
2009 Ford	2	valid
13468 Clifton	2	valid
15119 Lake	2	valid
1363 Bunch Mary	2	valid
1626 Warren	2	valid
2010 Dodge	2	valid
2026 Clifton	2	valid
1491 Blossom Park	2	valid
11824 Madison	2	valid
195 Brown	2	suspect
1550 Coutant	2	valid
2012 Mazda	2	valid
000 Athens	2	suspect
2050 Robin	2	valid
3200 Madison	2	suspect
18660 Detroit	2	valid
15914 Clifton	2	valid
2011 Lincoln	2	valid
1466 Orchard Grove	2	valid
15729 Madison	2	valid
1665 Waterbury	2	valid
1400 Madison	2	valid
1187 Brockley	2	valid
1624 Alameda	2	valid
2252 Northland	2	valid
1463 Kutont	2	valid
2216 Eldreda	2	valid
12805 Detroit	2	valid
1277 Cole	2	valid
1593 Victoria	2	valid
1446 Winchester	2	valid
2019 Mercedes	2	valid
1282 Belle	2	valid
2027 Bunts Road	2	valid
14721 Clifton	2	valid
11730 Clifton	2	valid
2183 Lakeland	2	valid
366 Tom	2	suspect
2002 Belle	2	valid
2027 Bunts	2	valid
15106 Detroit	2	valid
1323 Belle	2	valid
2019 Quail	2	valid
2067 Ferndale	2	valid
1365 Lakewood	2	valid
1501 Cohasset	2	valid
2210 Bunts	2	valid
1295 Gladys	2	valid
1580 Coutant	2	valid
1227 Edwards	2	valid
1530 Ridgewood	2	valid
11821 Clifton	2	valid
12005 Clifton	2	valid
13513 Clifton	2	valid
14274 Lakewood Heights	2	valid
1622 Ridgewood	2	valid
1250 Elber	2	valid
1477 Waterbury	2	valid
2115 Bunts	2	valid
1229 Ethel	2	valid
12627 Franklin	2	valid
12010 Clifton	2	valid
1611 Marlowe	2	valid
1638 Bell	2	valid
1640 Alameda	2	valid
1605 Clarence	2	valid
1646 Elber	2	valid
2053 Carabel	2	valid
15204 Madison Apartment	2	valid
1447 Graber	2	valid
1315 Belle	2	valid
1481 Alameda	2	valid
2130 Alger	2	valid
1476 West	2	valid
18100 Detroit	2	valid
1380 Warren	2	valid
1500 Parkwood	2	valid
14224 Detroit	2	valid
2085 Chesterland	2	valid
1439 Graber	2	valid
1581 Newman	2	valid
12950 Clifton No	2	valid
1678 Ridgewood	2	valid
2014 Quail	2	valid
130 Black	2	suspect
2157 Overbrook	2	valid
2099 Morrison	2	valid
2033 Morrison	2	valid
2015 Jeep Station	2	valid
1277 Colts	2	valid
1611 Ridgewood	2	valid
2006 Pontiac	2	valid
1297 Thoreau	2	valid
2021 Jeep	2	valid
1273 Jackson	2	valid
2019 Jaguar	2	valid
2023 Dodge Durango	2	valid
17025 Madison	2	valid
1323 Brockley	2	valid
1570 Woodward	2	valid
1346 Hull	2	valid
2200 Wyandotte	2	valid
2086 Robin	2	valid
12903 Clifton	2	valid
1247 Summit	2	valid
2135 Belle	2	valid
1409 Marlowe	2	valid
1607 Ridgewood	2	valid
1221 Granger	2	valid
1575 Elber	2	valid
1615 Grace	2	valid
1342 Hurd	2	valid
1549 Spring Garden	2	valid
2943 Clifton	2	suspect
15620 Mass	2	valid
16906 Delaware	2	valid
14035 Madison	2	valid
1623 Hopkins	2	valid
1542 Winton	2	valid
2216 Richland	2	valid
1623 Newman	2	valid
14910 Lakewood Heights	2	valid
2147 Brown	2	valid
1583 Northland	2	valid
2132 Waskana	2	valid
1635 Cohasset	2	valid
2008 Buick	2	valid
1570 Westwood	2	valid
2151 Atkins	2	valid
1406 Elber	2	valid
1276 Idlewood	2	valid
12525 Edgewater	2	valid
14718 Detroit	2	valid
3030 Madison	2	suspect
1649 Winton	2	valid
2119 Glenberry	2	valid
13500 Elver Lane	2	valid
2081 Bunts	2	valid
1280 Andrews	2	valid
1535 Coutant	2	valid
1353 Belle	2	valid
2023 Lark	2	valid
2080 Coyle	2	valid
1445 Roycroft	2	valid
1341 Cook	2	valid
1468 Elber	2	valid
1349 Summit	2	valid
11825 Lake Avenue	2	valid
14220 Ferndale	2	valid
1246 Manor Park	2	valid
1346 Coves	2	valid
16927 Detroit	2	valid
2231 Eldred	2	valid
14524 Delaware	2	valid
14532 Lake Foster	2	valid
18622 Detroit	2	valid
1227 Ethel	2	valid
1590 Ridgewood	2	valid
1652 Lauderdale	2	valid
15102 Lanning	2	valid
1658 Parkwood	2	valid
1244 Ramona	2	valid
1508 Hopkins	2	valid
18501 Detroit	2	valid
2168 Lakeland	2	valid
1416 Waterbury	2	valid
2030 Mars	2	valid
2231 Alger	2	valid
12509 Lake	2	valid
14869 Detroit	2	valid
2153 Halstead	2	valid
1126 Forrest	2	valid
1444 Lauderdale	2	valid
2026 Lark	2	valid
2023 Quail	2	valid
17814 Riverside	2	valid
1377 Annett Court	2	valid
1627 Ridgewood	2	valid
13425 Madison	2	valid
2029 Wyandotte	2	valid
2034 Brown	2	valid
1503 Rosewood	2	valid
2020 Alberta Downstairs	2	valid
14529 Lake	2	valid
14306 Fisher Wright	2	valid
1537 Lewis	2	valid
11820 Edgewater Apartment	2	valid
16202 Hilliard	2	valid
2134 Dowd	2	valid
2012 Kia	2	valid
1617 Lakeland	2	valid
1578 Mars	2	valid
1269 Hall	2	valid
1341 Warren	2	valid
1653 Grace	2	valid
1341 Lakelands	2	valid
16215 Madison	2	valid
13616 Medicine	2	valid
2007 Dodge Caliber	2	valid
117 Sapels	2	intersection-117th
15100 Edgewater	2	valid
1335 Webb	2	valid
1329 Fry	2	valid
2018 Mazda	2	valid
2100 Wiscona	2	valid
1284 Gladister	2	valid
1429 Graber	2	valid
1215 Ramona	2	valid
1539 West	2	valid
1408 Ridgewood	2	valid
2003 Ford	2	valid
1458 Belle	2	valid
15021 Hilliard Road	2	valid
172 Madison	2	suspect
2016 Brown	2	valid
1228 Geale	2	valid
2126 Lincoln	2	valid
1548 Spring Garden	2	valid
1338 Turd	2	valid
1653 Lincoln	2	valid
1299 Cove	2	valid
1651 Parkwood	2	valid
1252 Warren	2	valid
17469 Clifton Blvd	2	valid
1367 Edwards	2	valid
13454 Parkway	2	valid
12954 Clifton	2	valid
1552 Lauderdale	2	valid
804 Madison	2	suspect
129 Lake	2	suspect
2173 Clarency	2	valid
1201 Cooks	2	valid
1365 Elber	2	valid
2125 Brown	2	valid
1307 Bonnevue	2	valid
1628 Marlowe	2	valid
1221 St	2	valid
2073 Olive	2	valid
13435 Merle	2	valid
1298 Warren	2	valid
2101 Halstead	2	valid
1263 Jacks	2	valid
11729 Clifton	2	valid
12020 Lake Apartment	2	valid
13304 Hazelwood	2	valid
1469 Spring Garden	2	valid
14300 Lakewood Heights	2	valid
17706 Lakewood Heights	2	valid
19615 Lake Road	2	suspect
1490 Ridgewood	2	valid
14718 Medicine	2	valid
2015 Toyota Camry	2	valid
2128 Wyandotte	2	valid
14808 Clifton	2	valid
1470 Parkhaven	2	valid
1530 Parkway	2	valid
16401 Delaware Hayes	2	valid
1184 French	2	valid
2105 Arthur	2	valid
2023 Cadillac Escalade	2	valid
17430 Woodford	2	valid
24600 Detroit	2	suspect
2167 Clarence	2	valid
2067 Clarence	2	valid
1391 Sloan	2	valid
1330 Phelps	2	valid
2019 Baxter Lee	2	valid
17523 Madison	2	valid
2210 Woodward	2	valid
2500 Brea	2	valid
2002 Broadview	2	valid
1442 Ridgewood	2	valid
1425 Onwood	2	valid
1307 Andrews	2	valid
1233 Belle	2	valid
2016 Hyundai	2	valid
15019 Madison	2	valid
11863 Edgewater	2	valid
2115 Arthur	2	valid
155 Brown	2	suspect
1615 Lakeland	2	valid
20251 Lake Road	2	suspect
2018 Quayle	2	valid
1632 Grace	2	valid
11829 Edgewater	2	valid
2017 Mazda	2	valid
15120 Edgewater	2	valid
1536 Elmwood	2	valid
1446 Graber	2	valid
12535 Edgewater	2	valid
1664 Cohasset Apartment	2	valid
2018 Chevy Station	2	valid
1392 Webb Road	2	valid
1325 Queen Anne	2	valid
17819 Webcliff	2	valid
12526 Clifton	2	valid
1653 Cohasset	2	valid
2088 Halstead	2	valid
2014 Dodge	2	valid
3190 West	2	suspect
1423 Lakewood	2	valid
13727 Madison	2	valid
1602 Winchester	2	valid
2081 Mark	2	valid
1219 Lakeland	2	valid
2171 Niagara	2	valid
1223 Lakeland	2	valid
2018 Jeep Cherokee	2	valid
17018 Delaware	2	valid
14927 Arden	2	valid
2020 Chrysler	2	valid
1360 Fry	2	valid
353 Lakewood	2	suspect
2023 Ford	2	valid
1306 Matthews	2	valid
1641 Wyandotte	2	valid
12308 Clover	2	valid
1368 Phelps	2	valid
1671 Bunts	2	valid
2014 Subaru	2	valid
2147 Dowd	2	valid
13608 Detroit	2	valid
250 Black	2	suspect
2219 Brown	2	valid
1449 West Clifton	2	valid
1617 Newman	2	valid
14810 Detroit	2	valid
1246 Nicholson	2	valid
18224 Detroit	2	valid
1238 Donald	2	valid
13322 Madison Unit	2	valid
11844 Clifton	2	valid
1614 Ridgewood	2	valid
1415 Olivewood	2	valid
1285 Andrews	2	valid
1306 Park Row	2	valid
1594 Lakewood	2	valid
1333 Lakeland	2	valid
1368 Pry Avenue	2	valid
1494 Woodward	2	valid
12984 Lake	2	valid
1508 Parkway	2	valid
13314 Detroit	2	valid
1426 Rio	2	valid
1352 Clearance	2	valid
18891 Detroit Extension	2	valid
2033 Reveille	2	valid
2183 Albert	2	valid
2012 Acura	2	valid
1496 Coutant	2	valid
1680 Lincoln	2	valid
1476 Richwood	2	valid
1292 Hathaway	2	valid
1219 Webb	2	valid
10303 Empire Avenue	2	suspect
14527 Garfield	2	valid
2010 Silver Corolla	2	valid
2207 Elber	2	valid
1384 Beach Ave	2	valid
230 Detroit	2	suspect
300 Clifton	2	suspect
2132 Ascana	2	valid
2179 Waterbury	2	valid
1369 Bunce	2	valid
2013 Volkswagen	2	valid
1533 Cohasset	2	valid
1495 St	2	valid
13386 Madison	2	valid
1409 Waterbury	2	valid
1310 Summit	2	valid
2183 Elber	2	valid
1247 Donald	2	valid
2017 Dodge	2	valid
17897 Captains Cove	2	valid
1508 Winston	2	valid
14508 Madison	2	valid
14908 Clifton	2	valid
16414 Madison Apartment	2	valid
11811 Lakewood	2	valid
1462 Lakewood	2	valid
2088 Halsted	2	valid
1204 Marlowe	2	valid
1620 Victoria	2	valid
14047 Madison	2	valid
894 Beach Road	2	suspect
17817 Shaw	2	valid
1706 Clifton	2	valid
2015 Volkswagen	2	valid
17315 Archdale	2	valid
2017 Ford Fusion	2	valid
17508 Riverway	2	valid
1527 Mars	2	valid
14532 Lakewood Park	2	valid
2005 Carabel	2	valid
12212 Plover	2	valid
16413 Hilliard	2	valid
5500 Madison	2	suspect
2132 West Granite	2	valid
1349 Warren	2	valid
1276 Manor Park	2	valid
1653 Marlowe	2	valid
1661 Lauderdale	2	valid
2060 Arthur	2	valid
17314 Riverway Drive	2	valid
2069 Lewis	2	valid
11701 Detroit Walgreens	2	valid
1504 Winton	2	valid
12542 Clifton	2	valid
1807 North Lane	2	valid
2089 Halstead	2	valid
1621 Elmwood	2	valid
1434 Lauderdale	2	valid
1617 Robinwood	2	valid
13301 Hazelwood	2	valid
14229 Athens	2	valid
2017 Arthur Unit	2	valid
2205 Linden	2	valid
1358 Edwards	2	valid
1276 Clifton Prado	2	valid
1278 Clifton Prado	2	valid
1269 Coast	2	valid
1645 Robinwood	2	valid
1287 Edwards	2	valid
2015 Honda	2	valid
2050 Dowell	2	valid
1211 Cook	2	valid
1468 Hopkins	2	valid
13346 Madison	2	valid
1624 Winton	2	valid
1499 Lakeland	2	valid
2075 Clearance	2	valid
14920 Lanning	2	valid
1416 Westwood	2	valid
15914 Lakeville High	2	valid
1656 Orchard Grove	2	valid
1631 Cohabfit	2	valid
1697 Arthur	2	valid
2115 Carabel	2	valid
1760 Tunera	2	valid
1340 Ethel	2	valid
1515 West Clifton	2	valid
1136 Cook	2	valid
2011 Hyundai	2	valid
1346 Colesby	2	valid
1626 Linton	2	valid
2216 Lincoln	2	valid
1361 Manor Park	2	valid
12005 Detroit	2	valid
12027 Lake	2	valid
1294 Cove Park	2	valid
1526 Wyandotte	2	valid
1242 Heard	2	valid
2170 Atkins	2	valid
17803 Riverway	2	valid
14713 Lake	2	valid
1206 Webb Road	2	valid
11823 Clifton	2	valid
1580 Ridgewood	2	valid
13455 Lake Avenue	2	valid
1212 Hall	2	valid
2034 Atkins	2	valid
17436 Woodford	2	valid
2121 Arthur	2	valid
1045 Homewood	2	valid
1359 Belle	2	valid
2142 Chesterland	2	valid
11806 Clifton	2	valid
13362 Madison	2	valid
11811 Lake Unit	2	valid
2221 Brown	2	valid
13476 Edgewater	2	valid
2012 Baxter Lee	2	valid
19895 Detroit	2	suspect
1237 Brockley	2	valid
1467 Parkhaven	2	valid
1448 Bunts	2	valid
1454 Rorycroft	2	valid
17444 Northwood	2	valid
5300 Hilliard	2	suspect
2222 Chesterland	2	valid
1327 Lakewood	2	valid
1492 Cordova	2	valid
17881 Lake Road	2	valid
1557 Alameda	2	valid
2124 Bunts	2	valid
2019 Dodge	2	valid
1474 Woodward	2	valid
2204 Alger	2	valid
2110 Clarence	2	valid
1257 Cole	2	valid
2122 Olive	2	valid
12582 Clifton	2	valid
2100 Lark	2	valid
1608 Larchmont	2	valid
11720 Edgewater Apartment	2	valid
127 Green Madison	2	suspect
1441 Rosewood	2	valid
1612 Warren	2	valid
1679 Windup	2	valid
1291 Gladys	2	valid
14930 Lakewood Heights	2	valid
1363 Bell	2	valid
2133 Dowd	2	valid
2035 Chetland	2	valid
1634 Victoria	2	valid
2035 Trestle	2	valid
12813 Detroit	2	valid
1377 Lakeland	2	valid
1260 Giel	2	valid
1220 Donald	2	valid
1823 Clifton	2	valid
1582 Orchard Grove	2	valid
16511 Hilliard	2	valid
1258 Belle	2	valid
13828 Clifton	2	valid
1201 Webb	2	valid
14200 Madison	2	valid
57170 Black	2	suspect
1278 Belle	2	valid
1382 Kose	2	valid
1229 Nicholson	2	valid
1264 Lakeland	2	valid
1523 Newman	2	valid
1331 Gladys	2	valid
15509 Madison	2	valid
17527 Madison	2	valid
13804 Detroit	2	valid
11835 Edgewater	2	valid
12933 Clifton	2	valid
1578 Lakeland	2	valid
1643 Rosewood	2	valid
1368 Marlowe	2	valid
1500 Wagar	2	valid
1615 Westwood	2	valid
1425 Warren	2	valid
3389 Madison	2	suspect
1476 Bridgewood	2	valid
1656 Lincoln	2	valid
2227 Lewis Drive	2	valid
117 St	2	intersection-117th
1276 Pathway	2	valid
1476 Lauderdale	2	valid
28900 Detroit	2	suspect
2022 Tesla	2	valid
1257 Arlington	2	valid
2164 Overbrook	2	valid
14408 Bays	2	valid
1507 Cohasset	2	valid
1252 Geale	2	valid
13520 Albuquerque	2	valid
1537 Alameda	2	valid
13114 Detroit Garfield	2	valid
2087 Lakeland	2	valid
132 Madison	2	suspect
11732 Lake De	2	valid
2172 Olive	2	valid
1630 Elber	2	valid
12966 Clifton	2	valid
1605 Riverside	2	valid
1593 Newman	2	valid
1331 Edwards	2	valid
1205 Brockley	2	valid
1459 Riverside	2	valid
365 Moorwood Parkway	2	suspect
2053 Robin	2	valid
2160 Arthur	2	valid
2023 Lexus	2	valid
1423 Owego	2	valid
4500 Madison	2	suspect
1386 Clarence	2	valid
2021 Subaru	2	valid
17314 Madison	2	valid
1416 Elmwood	2	valid
1363 Bunts Road	2	valid
1359 Elber	2	valid
17017 Madison	2	valid
2021 Atkins	2	valid
1479 Hopkins	2	valid
2170 Woodward	2	valid
2022 Blue Mazda	2	valid
2213 Lewis	2	valid
17836 Cannon	2	valid
12981 Clifton	2	valid
20662 Avalon Drive	2	suspect
12015 Clifton Unit	2	valid
1518 Elber	2	valid
1363 Lakewood	2	valid
423 Clifton	2	suspect
1458 Ridgewood	2	valid
1251 Hathaway	2	valid
2160 Halsted	2	valid
17617 Franklin	2	valid
1497 Winston	2	valid
15613 Detroit	2	valid
1177 Gladys	2	valid
16519 Delaware	2	valid
830 Beach Road	2	suspect
2168 Brown	2	valid
13321 Madison	2	valid
2121 Riverside	2	valid
1553 Mars	2	valid
1265 Nicholson	2	valid
1230 Hurd	2	valid
13410 Emerson	2	valid
1300 Athens	2	valid
15500 Madison	2	valid
14414 Detroit	2	valid
13616 Madison	2	valid
1340 Fry	2	valid
1463 Rosewood	2	valid
17909 Lake	2	valid
2197 Brown	2	valid
2065 Lincoln	2	valid
14702 Leonard	2	valid
1620 Alameda	2	valid
1209 Clifton No	2	valid
1371 Nicholson	2	valid
1670 Mars	2	valid
1617 Mars	2	valid
1617 Marsh	2	valid
17504 Lakewood Heights	2	valid
800 Madison	2	suspect
1590 Waterbury	2	valid
2179 Carabel	2	valid
1591 Waterbury	2	valid
17323 Archdale	2	valid
1424 Elmwood	2	valid
16932 Clifton	2	valid
1559 Woodward	2	valid
15027 Madison	2	valid
