address	count	context
1654 Lauderdale	2	valid
14404 Bays	2	valid
2105 Carabel	2	valid
2183 Bunts	2	valid
1589 Alameda	2	valid
580 Humestead	2	suspect
1346 Felt	2	valid
1529 Belle	2	valid
1415 Clifton Place	2	valid
1251 Geale	2	valid
1251 Geel	2	valid
1546 Belle	2	valid
11820 South Lane	2	valid
1820 South Lane	2	valid
1452 Lakeland	2	valid
2004 Ford	2	valid
2019 Nissan	2	valid
14306 Detroit Number	2	valid
2012 Dodge Ram	2	valid
990 East	2	suspect
1321 Nicholson	2	valid
630 West	2	suspect
11610 Madison	2	suspect
7800 Detroit	2	suspect
5601 Madison	2	suspect
1598 Hopkins	2	valid
2029 Waterbury	2	valid
2026 Tesla	2	valid
1391 Beach	2	valid
2007 Toyota	2	valid
1612 Westwood	2	valid
14881 Detroit	2	valid
2228 Bunts Road	2	valid
2025 Volkswagen	2	valid
1357 Elbur	2	valid
1472 Northland	2	valid
2229 Lewis	2	valid
430 West	2	suspect
1614 Lakewood Number	2	valid
13302 Detroit Court	2	valid
1445 Wagar	2	valid
12228 Clifton Number	2	valid
11809 South Lane	2	valid
17512 Freeze Avenue	2	valid
17460 Clifton Boulevard	2	valid
052 Marlowe	2	suspect
2148 Wyandotte	2	valid
701 Detroit	2	suspect
2500 Detroit	2	valid
12401 Detroit	2	valid
1428 Grace	2	valid
1255 Hathaway	2	valid
1422 Grace	2	valid
12595 Lake	2	valid
12405 Franklin Unit	2	valid
17845 Lake Road	2	valid
2017 Chevy	2	valid
1661 Bunts	2	valid
1598 Lincoln	2	valid
1363 West Clifton	2	valid
1600 Cordova	2	valid
1322 Marlowe	2	valid
1582 Hopkins	2	valid
1648 Cohassett	2	valid
2033 Waterbury	2	valid
868 Clifton	2	suspect
1441 Wagar	2	valid
17420 Norton	2	valid
2041 Lewis Drive	2	valid
2285 Riverside	2	valid
18235 Detroit	2	valid
12413 Madison	2	valid
14232 Madison	2	valid
2014 Nissan	2	valid
2011 Honda	2	valid
1555 Winchester	2	valid
11810 Franklin	2	valid
4725 Detroit	2	suspect
2187 Waterbury	2	valid
861 Detroit	2	suspect
12006 Clifton	2	valid
12315 Detroit	2	valid
2018 Toyota	2	valid
3511 Detroit	2	suspect
2018 Nissan	2	valid
1623 Orchard Grove	2	valid
26103 Lorraine Road	2	suspect
1821 Detroit	2	valid
2202 Chesterland	2	valid
1435 Warren	2	valid
1435 Warren Road	2	valid
1416 Ridgewood	2	valid
1274 Saint Charles	2	valid
2088 Chesterland	2	valid
7625 Detroit	2	suspect
330 Detroit	2	suspect
15018 Hilliard	2	valid
1639 Lakewood	2	valid
2067 Waterbury	2	valid
117 Western	2	intersection-117th
1449 Alameda	2	valid
15520 Detroit	2	valid
17009 Madison Number	2	valid
17221 Clifton	2	valid
1563 Northland	2	valid
12518 Clifton Boulevard	2	valid
2052 Lark Number	2	valid
17613 Lakewood Heights	2	valid
1430 Park Haven	2	valid
6915 Detroit	2	suspect
2012 Volkswagen	2	valid
2009 Clifton	2	valid
1075 Kirtland Lane	2	valid
1552 Alameda	2	valid
17886 Beach Road	2	valid
2021 Edgewater	2	valid
1650 Orchard Grove	2	valid
2022 Nissan	2	valid
1738 Lake	2	valid
1633 Alameda	2	valid
2222 Detroit	2	valid
1495 Elmwood	2	valid
1296 Saint Charles	2	valid
1265 Beach	2	valid
1551 Alameda	2	valid
12501 Madison	2	valid
1532 Hopkins	2	valid
2023 Honda	2	valid
1519 Ridgewood	2	valid
1638 Wagar	2	valid
1345 Bunts Road	2	valid
15713 Detroit	2	valid
2203 Clifton	2	valid
15105 Detroit	2	valid
2212 Bunts Road	2	valid
1437 Westwood	2	valid
2140 Woodward	2	valid
1386 Beach	2	valid
1386 Beach Avenue	2	valid
1850 South Lane	2	valid
990 West	2	suspect
12210 Detroit	2	valid
1462 Olivewood	2	valid
1650 Alameda	2	valid
134 Sick	2	suspect
14313 Delaware	2	valid
18183 Clifton Road	2	valid
1503 Winchester	2	valid
17100 Madison	2	valid
2020 Wascana	2	valid
1486 Woodward	2	valid
600 West	2	suspect
1422 Northland	2	valid
2105 Brown	2	valid
16720 Lake	2	valid
14923 Edgewater	2	valid
2117 Halsted	2	valid
2021 Toyota	2	valid
17306 Madison	2	valid
2007 Lexus	2	valid
1329 Warren	2	valid
12050 Lake Unit	2	valid
1600 Westmont	2	valid
2174 Elbur	2	valid
14587 Madison	2	valid
16400 Madison	2	valid
14760 Athens	2	valid
2016 Dodge Dart	2	valid
381 Bunts	2	suspect
14505 Athens	2	valid
16505 Lake	2	valid
15118 Detroit Route	2	valid
2009 Hyundai	2	valid
908 Beach Road	2	suspect
1462 Woodward	2	valid
1428 Ridgewood	2	valid
1055 Nicholson	2	valid
14328 Delaware	2	valid
2023 Volkswagen	2	valid
2109 Riverside	2	valid
4251 West	2	suspect
13610 Detroit	2	valid
1359 Elbur	2	valid
1825 Lake	2	valid
2025 Mitsubishi	2	valid
1431 Riverside	2	valid
1548 West Hundred	2	valid
1535 Parkwood	2	valid
2153 Lakeland	2	valid
2083 Warren	2	valid
17437 Shaw	2	valid
1473 Wyandotte	2	valid
679 Dover Center	2	suspect
2033 Halsted	2	valid
1245 Bonny View	2	valid
2011 Mazda	2	valid
17844 Lake	2	valid
1657 Elmwood	2	valid
14237 Athens	2	valid
1650 Waterbury	2	valid
29117 Detroit	2	suspect
2025 Hyundai Elantra	2	valid
2017 Arthur	2	valid
13711 Madison	2	valid
1494 Ridgewood	2	valid
1657 Wagar	2	valid
1383 Bonny View	2	valid
1383 Bonnyville	2	valid
2199 Lincoln	2	valid
1447 Clifton Place	2	valid
15703 Lake	2	valid
1632 Cohassett	2	valid
15645 Madison	2	valid
2121 Morrison	2	valid
2159 Alger	2	valid
1636 Parkwood	2	valid
1477 Riverside	2	valid
1445 Cohassett	2	valid
1250 Beach	2	valid
1287 Donald	2	valid
1464 Lakeland	2	valid
15117 Detroit	2	valid
1612 Northland	2	valid
1599 Waterbury	2	valid
104 Station	2	suspect
13385 Madison	2	valid
1535 Lauderdale	2	valid
1633 Cordova	2	valid
1541 Parkwood	2	valid
1437 Lakeland	2	valid
1436 Woodward	2	valid
2021 Toyota Camry	2	valid
1476 Ridgewood	2	valid
2015 Dodge Charger	2	valid
2197 Woodward	2	valid
18140 Clifton Road	2	valid
1347 Lakewood	2	valid
1236 Nicholson	2	valid
1468 Woodward	2	valid
11818 South Lane	2	valid
1614 Waterbury	2	valid
20729 Woodstock Avenue	2	suspect
1233 Virginia	2	valid
1285 West Clifton	2	valid
17770 Riverside	2	valid
1331 Arlington	2	valid
1389 Giel	2	valid
2254 Warren	2	valid
1531 Warren Road	2	valid
2115 Lewis	2	valid
14300 Detroit Number	2	valid
14323 Madison	2	valid
12600 Berea	2	valid
2006 Ground Number	2	valid
1497 Lauderdale	2	valid
